date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2025-03-25 00:00:00,26.9,18,33.5,0,,,2,,1009.5,
2025-03-26 00:00:00,27.5,20,34,0,,,4.7,,1005.4,
2025-03-27 00:00:00,26.4,21.5,34,0,,,6.5,,1004.8,
2025-03-28 00:00:00,21.7,19,26.5,0,,,5.6,,1009.8,
2025-03-29 00:00:00,22.4,13,28.5,0,,,6.5,,1011.4,
2025-03-30 00:00:00,25.4,15,32,0,,,2.2,,1010.4,
2025-03-31 00:00:00,26.3,16,33,0,,,2,,1010.8,
2025-04-01 00:00:00,25.6,17.5,33.2,0,,,2.4,,1009.4,
2025-04-02 00:00:00,26,17,34.2,0,,,1.7,,1009.9,
2025-04-03 00:00:00,26.6,18.5,32,0,,,4.2,,1011.4,
2025-04-04 00:00:00,27.9,18,34,0,,,3.7,,1011.9,
2025-04-05 00:00:00,29.4,20,36,0,,,2.8,,1008.2,
2025-04-06 00:00:00,29,20,37.5,0,,,2.1,,1005.4,
2025-04-07 00:00:00,28.8,22,38.5,0,,,1.2,,1006.4,
2025-04-08 00:00:00,31.8,24,38.5,0,,,2.1,,1008.8,
2025-04-09 00:00:00,32.1,26.5,39,0.3,,,2.4,,1007.7,
2025-04-10 00:00:00,31.6,26.6,38,0.8,,,2.6,,1002.4,
2025-04-11 00:00:00,25.5,21,31,3.3,,,6.9,,1002.4,
2025-04-12 00:00:00,26.8,18.5,35,6.1,,,3,,1005.4,
2025-04-13 00:00:00,27.7,19.2,35.5,0,,,0.9,,1007.7,
2025-04-14 00:00:00,31.6,22.4,37.5,0,,,1.4,,1006.4,
2025-04-15 00:00:00,32.1,27,38,0,,,1.1,,1006.5,
2025-04-16 00:00:00,30.6,26,39.5,0,,,5.6,,1005.2,
2025-04-17 00:00:00,29.9,22.1,38.5,0,,,2.3,,1003.6,
2025-04-18 00:00:00,32,26.5,38,,,,3.5,,1000.5,
2025-04-19 00:00:00,31.9,24,39,0,,,8.7,,999.4,
2025-04-20 00:00:00,31,24.2,38,,,,5.8,,1002.6,
2025-04-21 00:00:00,30.5,21.4,38.3,0,,,1.8,,1007.2,
2025-04-22 00:00:00,28.8,21,38,0,,,2.5,,1007.8,
2025-04-23 00:00:00,31.6,23.5,39,0,,,1.8,,1005.2,
2025-04-24 00:00:00,32,23.5,39,0,,,0.9,,1002.3,
2025-04-25 00:00:00,31.5,22.5,40.5,0,,,1.9,,1003.4,
2025-04-26 00:00:00,32.7,24,39.5,0,,,2.4,,1003.3,
2025-04-27 00:00:00,30.6,23.5,39.5,0,,,2,,1004.4,
2025-04-28 00:00:00,33.3,25,41,0,,,1.5,,1002.7,
2025-04-29 00:00:00,32.8,27,39,0,,,4.6,,1002.3,
2025-04-30 00:00:00,33.1,27,39,0,,,3.6,,1004.1,
2025-05-01 00:00:00,32.9,23,38.8,0,,,6.1,,1005.4,
