latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
31.50961,73.92068,341.09,0.5,0.41,2023-05-17,0750,N20,VIIRS,n,2,310.45,7.75,D,0
31.51059,73.92584,344.66,0.5,0.41,2023-05-17,0750,N20,VIIRS,n,2,309.84,8.99,D,0
31.70584,74.97176,348.42,0.45,0.39,2023-05-17,0750,N20,VIIRS,l,2,316.13,8.77,D,0
31.20299,73.81638,341.14,0.51,0.41,2023-05-17,0750,N20,VIIRS,n,2,310.15,5.88,D,0
31.27449,74.25554,345.34,0.49,0.4,2023-05-17,0750,N20,VIIRS,n,2,312.09,5.91,D,0
31.03475,74.97188,341.7,0.46,0.39,2023-05-17,0750,N20,VIIRS,l,2,312.82,7.43,D,0
31.03711,74.97248,341.94,0.46,0.39,2023-05-17,0750,N20,VIIRS,l,2,312.58,9.62,D,0
31.01629,74.799,349.59,0.46,0.39,2023-05-17,0750,N20,VIIRS,n,2,316.49,9.92,D,0
31.02179,74.66672,341.47,0.47,0.4,2023-05-17,0750,N20,VIIRS,l,2,312.3,8.24,D,0
31.0119,74.59286,345.1,0.47,0.4,2023-05-17,0750,N20,VIIRS,n,2,311.56,9.31,D,0
31.03519,74.69882,343.5,0.47,0.4,2023-05-17,0750,N20,VIIRS,l,2,316.07,14.87,D,0
31.03252,74.68431,350,0.47,0.4,2023-05-17,0750,N20,VIIRS,n,2,313.41,12.27,D,0
31.02717,74.65524,340.31,0.47,0.4,2023-05-17,0750,N20,VIIRS,l,2,313.37,28.92,D,0
31.04585,74.73651,348.89,0.47,0.4,2023-05-17,0750,N20,VIIRS,n,2,314.85,12.34,D,0
31.03877,74.69794,338.31,0.47,0.4,2023-05-17,0750,N20,VIIRS,l,2,311.54,9.34,D,0
31.07214,74.86005,340.47,0.46,0.39,2023-05-17,0750,N20,VIIRS,l,2,314.81,7.66,D,0
31.03791,74.67287,341.27,0.47,0.4,2023-05-17,0750,N20,VIIRS,l,2,313.34,8.77,D,0
31.08873,74.91052,344.37,0.46,0.39,2023-05-17,0750,N20,VIIRS,l,2,317.82,20.74,D,0
31.09227,74.90965,345.03,0.46,0.39,2023-05-17,0750,N20,VIIRS,l,2,317.49,15.54,D,0
31.09679,74.89369,343.69,0.46,0.39,2023-05-17,0750,N20,VIIRS,l,2,317.01,12.6,D,0
31.08126,74.80798,344.63,0.46,0.39,2023-05-17,0750,N20,VIIRS,l,2,313.66,6.91,D,0
31.10046,74.87296,340.78,0.46,0.39,2023-05-17,0750,N20,VIIRS,l,2,314.47,10.49,D,0
31.10263,74.80271,340.28,0.46,0.39,2023-05-17,0750,N20,VIIRS,l,2,313.76,5.06,D,0
31.11651,74.85908,340.38,0.46,0.39,2023-05-17,0750,N20,VIIRS,l,2,314.1,10.02,D,0
31.16856,74.86862,349.12,0.46,0.39,2023-05-17,0750,N20,VIIRS,l,2,316.57,15.68,D,0
31.11284,74.5655,343.64,0.47,0.4,2023-05-17,0750,N20,VIIRS,l,2,315.94,11.7,D,0
31.17244,74.78806,345.34,0.46,0.39,2023-05-17,0750,N20,VIIRS,l,2,314.49,5.29,D,0
31.15326,74.60133,341.1,0.47,0.4,2023-05-17,0750,N20,VIIRS,l,2,315.19,18.42,D,0
31.19641,74.79717,341.11,0.46,0.39,2023-05-17,0750,N20,VIIRS,l,2,315.52,6.83,D,0
31.19563,74.7724,342.5,0.46,0.39,2023-05-17,0750,N20,VIIRS,l,2,316.6,6.45,D,0
31.18715,74.66386,343.23,0.47,0.4,2023-05-17,0750,N20,VIIRS,l,2,314.27,9.43,D,0
31.22718,74.84431,342.09,0.46,0.39,2023-05-17,0750,N20,VIIRS,l,2,316.46,6.36,D,0
31.20821,74.65073,348.94,0.47,0.4,2023-05-17,0750,N20,VIIRS,l,2,317.52,7.33,D,0
31.27891,74.87322,343.9,0.46,0.39,2023-05-17,0750,N20,VIIRS,l,2,316.41,9.13,D,0
31.27941,74.75377,345.09,0.46,0.39,2023-05-17,0750,N20,VIIRS,l,2,316,6.59,D,0
31.31775,74.88344,345.11,0.46,0.39,2023-05-17,0750,N20,VIIRS,l,2,316.64,7.87,D,0
31.31886,74.84854,352.8,0.46,0.39,2023-05-17,0750,N20,VIIRS,n,2,318.05,8.76,D,0
31.21625,74.22517,339.07,0.49,0.4,2023-05-17,0750,N20,VIIRS,l,2,313.42,2.97,D,0
31.33913,74.8584,347.83,0.46,0.39,2023-05-17,0750,N20,VIIRS,n,2,317.69,15.88,D,0
31.29509,74.59366,350.01,0.47,0.4,2023-05-17,0750,N20,VIIRS,n,2,320.7,11.79,D,0
31.29333,74.58393,344.6,0.47,0.4,2023-05-17,0750,N20,VIIRS,l,2,319.11,18.1,D,0
31.33599,74.79963,346.18,0.46,0.39,2023-05-17,0750,N20,VIIRS,l,2,318.41,9.09,D,0
31.29658,74.59588,347.78,0.47,0.4,2023-05-17,0750,N20,VIIRS,l,2,319.92,13.53,D,0
31.29386,74.58132,351.28,0.47,0.4,2023-05-17,0750,N20,VIIRS,n,2,318.41,12.43,D,0
31.36472,74.88407,346.98,0.46,0.39,2023-05-17,0750,N20,VIIRS,n,2,315.26,6.11,D,0
31.17361,73.78526,344.96,0.51,0.41,2023-05-17,0750,N20,VIIRS,n,2,313.85,13.54,D,0
31.24247,74.12611,340.03,0.49,0.41,2023-05-17,0750,N20,VIIRS,l,2,311.43,4.96,D,0
31.17733,73.78431,347.35,0.51,0.41,2023-05-17,0750,N20,VIIRS,n,2,314.14,13.54,D,0
31.17632,73.77903,340.05,0.51,0.41,2023-05-17,0750,N20,VIIRS,l,2,314.86,14.1,D,0
31.46671,73.80341,340.05,0.51,0.41,2023-05-17,0750,N20,VIIRS,l,2,313.21,6.83,D,0
31.47732,73.9423,341.88,0.5,0.41,2023-05-17,0750,N20,VIIRS,l,2,313.32,6.75,D,0
31.4777,73.98534,340.4,0.5,0.41,2023-05-17,0750,N20,VIIRS,l,2,314.96,6.53,D,0
31.37352,73.56034,338.55,0.52,0.42,2023-05-17,0750,N20,VIIRS,l,2,310.63,2.84,D,0
31.44129,73.93533,343.12,0.5,0.41,2023-05-17,0750,N20,VIIRS,l,2,313.48,6.42,D,0
31.53197,74.50034,348.07,0.47,0.4,2023-05-17,0750,N20,VIIRS,n,2,315.87,11.12,D,0
31.39257,73.88269,337.67,0.5,0.41,2023-05-17,0750,N20,VIIRS,l,2,312.08,4.03,D,0
31.37515,73.83252,342.59,0.51,0.41,2023-05-17,0750,N20,VIIRS,n,2,312.42,6.55,D,0
31.37732,73.82941,340.76,0.51,0.41,2023-05-17,0750,N20,VIIRS,l,2,313.04,7.47,D,0
31.29802,73.61665,349.64,0.52,0.42,2023-05-17,0750,N20,VIIRS,n,2,313.23,10.04,D,0
31.29496,73.7237,343.12,0.51,0.41,2023-05-17,0750,N20,VIIRS,l,2,313.65,5.35,D,0
31.25561,73.55995,341.41,0.52,0.42,2023-05-17,0750,N20,VIIRS,l,2,311.55,8.07,D,0
31.47201,74.75043,352.56,0.46,0.39,2023-05-17,0750,N20,VIIRS,n,2,319.7,9.06,D,0
31.29413,73.86185,342.83,0.51,0.41,2023-05-17,0750,N20,VIIRS,l,2,314.17,9.06,D,0
31.24038,73.60349,336.45,0.52,0.42,2023-05-17,0750,N20,VIIRS,l,2,310.75,3.29,D,0
31.31127,73.97169,342.16,0.5,0.41,2023-05-17,0750,N20,VIIRS,l,2,315.07,5.63,D,0
31.22192,73.52897,335.46,0.53,0.42,2023-05-17,0750,N20,VIIRS,l,2,309.21,4.42,D,0
31.23662,73.60446,340.28,0.52,0.42,2023-05-17,0750,N20,VIIRS,l,2,311.29,4.83,D,0
31.24845,73.68559,341.56,0.52,0.41,2023-05-17,0750,N20,VIIRS,l,2,314.93,10,D,0
31.48703,74.95403,341.53,0.45,0.39,2023-05-17,0750,N20,VIIRS,l,2,316.45,6.16,D,0
31.42947,74.68099,345.31,0.46,0.39,2023-05-17,0750,N20,VIIRS,l,2,317.05,5.49,D,0
31.43036,74.68578,340.72,0.46,0.39,2023-05-17,0750,N20,VIIRS,l,2,315.52,5.49,D,0
31.24034,73.70444,342.61,0.52,0.41,2023-05-17,0750,N20,VIIRS,n,2,312.27,5.89,D,0
31.27894,73.90397,351.06,0.5,0.41,2023-05-17,0750,N20,VIIRS,n,2,315.31,12.11,D,0
31.24454,73.70576,338.39,0.52,0.41,2023-05-17,0750,N20,VIIRS,l,2,312.94,7.37,D,0
31.28105,73.90051,341.54,0.5,0.41,2023-05-17,0750,N20,VIIRS,l,2,314.28,9.79,D,0
31.2408,73.70673,341.07,0.52,0.41,2023-05-17,0750,N20,VIIRS,l,2,311.2,6.28,D,0
31.27832,73.90668,341.37,0.5,0.41,2023-05-17,0750,N20,VIIRS,l,2,315.22,6.73,D,0
31.46644,74.95728,340.67,0.45,0.39,2023-05-17,0750,N20,VIIRS,l,2,314.1,5.86,D,0
31.37722,74.54527,352.23,0.47,0.4,2023-05-17,0750,N20,VIIRS,n,2,312.86,9.17,D,0
31.17957,73.57074,339.82,0.52,0.42,2023-05-17,0750,N20,VIIRS,l,2,311.4,3.68,D,0
31.24731,73.86545,339.53,0.51,0.41,2023-05-17,0750,N20,VIIRS,l,2,310.3,6.59,D,0
31.89994,74.89388,344.64,0.45,0.39,2023-05-17,0751,N20,VIIRS,l,2,314.1,6.45,D,0
31.69764,73.86472,344.18,0.5,0.41,2023-05-17,0751,N20,VIIRS,l,2,317.8,10.11,D,0
31.75609,74.13811,353.17,0.48,0.4,2023-05-17,0751,N20,VIIRS,n,2,320.74,28.37,D,0
31.98261,73.71201,342.42,0.5,0.41,2023-05-17,0751,N20,VIIRS,l,2,313.64,6.7,D,0
31.92162,73.53446,345.12,0.51,0.41,2023-05-17,0751,N20,VIIRS,n,2,315.52,7.81,D,0
31.91789,73.53544,347.56,0.51,0.41,2023-05-17,0751,N20,VIIRS,n,2,314.51,7.81,D,0
31.96375,73.83657,344.22,0.5,0.41,2023-05-17,0751,N20,VIIRS,n,2,313.15,7.17,D,0
31.96009,73.83752,342.52,0.5,0.41,2023-05-17,0751,N20,VIIRS,l,2,316.49,7.17,D,0
31.92193,73.73879,340.99,0.5,0.41,2023-05-17,0751,N20,VIIRS,l,2,313.17,7.6,D,0
31.87674,73.58527,341.04,0.51,0.41,2023-05-17,0751,N20,VIIRS,l,2,314.38,5.3,D,0
31.89876,73.80807,343.05,0.5,0.41,2023-05-17,0751,N20,VIIRS,l,2,314.23,5.47,D,0
31.98963,74.31813,343.75,0.47,0.4,2023-05-17,0751,N20,VIIRS,l,2,318.23,8.4,D,0
31.99053,74.32304,344.25,0.47,0.4,2023-05-17,0751,N20,VIIRS,l,2,315.8,8.4,D,0
31.97628,74.44927,343.36,0.47,0.39,2023-05-17,0751,N20,VIIRS,l,2,317.67,12.92,D,0
31.90781,74.30288,344.82,0.47,0.4,2023-05-17,0751,N20,VIIRS,l,2,318.74,11.85,D,0
31.78508,73.67901,347.11,0.51,0.41,2023-05-17,0751,N20,VIIRS,l,2,318.16,10.87,D,0
31.98305,74.72819,367,0.45,0.39,2023-05-17,0751,N20,VIIRS,h,2,315.92,20.34,D,0
31.94872,74.56232,344.94,0.46,0.39,2023-05-17,0751,N20,VIIRS,l,2,314.19,7.87,D,0
31.97952,74.72907,346.59,0.45,0.39,2023-05-17,0751,N20,VIIRS,n,2,316.63,20.34,D,0
31.9076,74.30522,348.37,0.47,0.4,2023-05-17,0751,N20,VIIRS,n,2,316.18,13.03,D,0
31.98355,74.72559,346.18,0.45,0.39,2023-05-17,0751,N20,VIIRS,l,2,314.24,6.21,D,0
31.9844,74.73033,348.58,0.45,0.39,2023-05-17,0751,N20,VIIRS,l,2,313.17,9.52,D,0
31.98002,74.72648,344.38,0.45,0.39,2023-05-17,0751,N20,VIIRS,l,2,314.61,6.21,D,0
31.78443,73.68108,343.88,0.51,0.41,2023-05-17,0751,N20,VIIRS,l,2,318.2,8.18,D,0
31.86386,74.10792,347.26,0.48,0.4,2023-05-17,0751,N20,VIIRS,n,2,316.63,10.14,D,0
31.94729,74.56508,348.14,0.46,0.39,2023-05-17,0751,N20,VIIRS,l,2,313.82,5.59,D,0
31.97734,74.73209,340.26,0.45,0.39,2023-05-17,0751,N20,VIIRS,l,2,311.81,7.81,D,0
31.93501,74.51778,338.31,0.46,0.39,2023-05-17,0751,N20,VIIRS,l,2,312.78,5.74,D,0
31.9446,74.57079,339.69,0.46,0.39,2023-05-17,0751,N20,VIIRS,l,2,314.32,6.17,D,0
31.96272,74.67125,354.17,0.46,0.39,2023-05-17,0751,N20,VIIRS,n,2,321.67,24.06,D,0
31.94105,74.57167,352.21,0.46,0.39,2023-05-17,0751,N20,VIIRS,n,2,315.03,7.87,D,0
31.99371,74.88526,338.97,0.45,0.39,2023-05-17,0751,N20,VIIRS,l,2,309.54,5.03,D,0
31.93829,74.59747,338.47,0.46,0.39,2023-05-17,0751,N20,VIIRS,l,2,310.98,5.96,D,0
31.9902,74.88614,349.27,0.45,0.39,2023-05-17,0751,N20,VIIRS,n,2,312.03,7.41,D,0
31.77876,73.75405,342.84,0.5,0.41,2023-05-17,0751,N20,VIIRS,l,2,315.14,8.98,D,0
31.75651,73.67735,348.95,0.51,0.41,2023-05-17,0751,N20,VIIRS,n,2,314.46,11.64,D,0
31.95263,74.73828,341.98,0.45,0.39,2023-05-17,0751,N20,VIIRS,l,2,314.28,23.98,D,0
31.98468,74.91675,340.38,0.45,0.39,2023-05-17,0751,N20,VIIRS,l,2,314.97,4.86,D,0
31.9267,74.61541,335.62,0.46,0.39,2023-05-17,0751,N20,VIIRS,l,2,310.16,1.3,D,0
31.81047,74.00509,341.75,0.49,0.4,2023-05-17,0751,N20,VIIRS,l,2,315.41,6.41,D,0
31.91091,74.54908,340.28,0.46,0.39,2023-05-17,0751,N20,VIIRS,l,2,311.74,3.83,D,0
31.9693,74.8718,345.72,0.45,0.39,2023-05-17,0751,N20,VIIRS,n,2,314.56,14.05,D,0
31.83607,74.18327,341.45,0.48,0.4,2023-05-17,0751,N20,VIIRS,l,2,315.57,14.57,D,0
31.86729,74.413,350.9,0.47,0.4,2023-05-17,0751,N20,VIIRS,n,2,319.59,29.24,D,0
31.95259,74.88083,344.45,0.45,0.39,2023-05-17,0751,N20,VIIRS,l,2,314.32,4,D,0
31.8474,74.3257,349.8,0.47,0.4,2023-05-17,0751,N20,VIIRS,n,2,317.61,9.39,D,0
31.86371,74.41392,347.08,0.47,0.4,2023-05-17,0751,N20,VIIRS,l,2,321.76,29.24,D,0
31.94908,74.8817,339.79,0.45,0.39,2023-05-17,0751,N20,VIIRS,l,2,313.56,4,D,0
31.9371,74.83572,338.18,0.45,0.39,2023-05-17,0751,N20,VIIRS,l,2,311.95,4.65,D,0
31.9388,74.84511,344.85,0.45,0.39,2023-05-17,0751,N20,VIIRS,l,2,315.04,8.85,D,0
31.76394,73.92075,341.05,0.49,0.41,2023-05-17,0751,N20,VIIRS,l,2,315.6,7.13,D,0
31.92591,74.79429,339.89,0.45,0.39,2023-05-17,0751,N20,VIIRS,l,2,313.13,5.18,D,0
31.878,74.55233,336.83,0.46,0.39,2023-05-17,0751,N20,VIIRS,l,2,310.27,3.21,D,0
31.9394,74.88898,347.24,0.45,0.39,2023-05-17,0751,N20,VIIRS,l,2,315.83,8.22,D,0
31.87083,74.61441,340.07,0.46,0.39,2023-05-17,0751,N20,VIIRS,l,2,312.47,3.68,D,0
31.91845,74.87463,348.77,0.45,0.39,2023-05-17,0751,N20,VIIRS,l,2,316.48,10.84,D,0
31.88556,74.755,338.97,0.45,0.39,2023-05-17,0751,N20,VIIRS,l,2,313.86,5.59,D,0
31.84418,74.55074,339.62,0.46,0.39,2023-05-17,0751,N20,VIIRS,l,2,313.78,4.02,D,0
31.8584,74.62753,339.09,0.46,0.39,2023-05-17,0751,N20,VIIRS,l,2,312.31,3.35,D,0
31.76226,74.13393,347.82,0.48,0.4,2023-05-17,0751,N20,VIIRS,n,2,316.19,10.01,D,0
31.83527,74.5429,341.66,0.46,0.39,2023-05-17,0751,N20,VIIRS,l,2,316.52,5.84,D,0
31.73961,74.11072,349.13,0.49,0.4,2023-05-17,0751,N20,VIIRS,n,2,315.89,7.22,D,0
31.85623,74.62593,341.13,0.46,0.39,2023-05-17,0751,N20,VIIRS,l,2,314.25,3.99,D,0
31.76335,74.13625,343.23,0.48,0.4,2023-05-17,0751,N20,VIIRS,l,2,315.07,7.97,D,0
31.84394,74.59892,335.82,0.46,0.39,2023-05-17,0751,N20,VIIRS,l,2,309.87,7.01,D,0
31.75762,74.71548,349.65,0.46,0.39,2023-05-17,0751,N20,VIIRS,n,2,319.15,18.78,D,0
31.74884,74.62779,340.3,0.46,0.39,2023-05-17,0751,N20,VIIRS,l,2,314.2,5.06,D,0
31.68392,74.21947,342.21,0.48,0.4,2023-05-17,0751,N20,VIIRS,n,2,314.67,5.47,D,0
31.81247,74.89413,345.2,0.45,0.39,2023-05-17,0751,N20,VIIRS,n,2,317.54,16.15,D,0
31.62623,73.83431,347.19,0.5,0.41,2023-05-17,0751,N20,VIIRS,n,2,316.49,9.07,D,0
31.6363,73.82625,340.14,0.5,0.41,2023-05-17,0751,N20,VIIRS,l,2,314.9,6.98,D,0
31.77561,74.44911,348.58,0.47,0.4,2023-05-17,0751,N20,VIIRS,n,2,315.61,6.61,D,0
31.77199,74.3681,343.23,0.47,0.4,2023-05-17,0751,N20,VIIRS,l,2,316.32,6.88,D,0
31.73235,74.11257,340.39,0.49,0.4,2023-05-17,0751,N20,VIIRS,l,2,315.04,5.25,D,0
31.73141,74.10753,346.3,0.49,0.4,2023-05-17,0751,N20,VIIRS,n,2,314.7,5.25,D,0
31.82536,74.57845,344.28,0.46,0.39,2023-05-17,0751,N20,VIIRS,l,2,313.19,5.17,D,0
31.66612,74.53001,337.04,0.55,0.51,2023-05-18,0732,N20,VIIRS,n,2,304.06,3.39,D,0
31.67195,74.53424,333.39,0.55,0.51,2023-05-18,0732,N20,VIIRS,n,2,302.68,3.39,D,0
31.63104,74.08821,332.38,0.58,0.52,2023-05-18,0732,N20,VIIRS,n,2,300.36,2.35,D,0
31.63121,74.0874,332.04,0.58,0.52,2023-05-18,0732,N20,VIIRS,n,2,300.22,4.15,D,0
31.80308,74.58241,333.64,0.54,0.51,2023-05-18,0732,N20,VIIRS,n,2,302.66,1.97,D,0
31.80882,74.52102,330.22,0.55,0.51,2023-05-18,0732,N20,VIIRS,l,2,302.02,3.74,D,0
31.88226,74.80954,337.38,0.52,0.5,2023-05-18,0732,N20,VIIRS,n,2,303.54,2.82,D,0
31.88107,74.80415,335.37,0.52,0.5,2023-05-18,0732,N20,VIIRS,l,2,305.8,2.55,D,0
31.9111,74.89785,333.6,0.52,0.5,2023-05-18,0732,N20,VIIRS,l,2,304.39,2.06,D,0
31.8841,74.77439,341.78,0.53,0.5,2023-05-18,0732,N20,VIIRS,n,2,305.26,3.5,D,0
31.83777,74.54199,348.67,0.54,0.51,2023-05-18,0732,N20,VIIRS,n,2,304.55,10.37,D,0
31.83654,74.53642,341.9,0.54,0.51,2023-05-18,0732,N20,VIIRS,n,2,304.68,4.68,D,0
31.8353,74.53082,332.55,0.54,0.51,2023-05-18,0732,N20,VIIRS,n,2,301.77,4.68,D,0
31.88357,74.77087,341.98,0.53,0.5,2023-05-18,0732,N20,VIIRS,n,2,305.81,4.11,D,0
31.83574,74.53912,354.33,0.54,0.51,2023-05-18,0732,N20,VIIRS,n,2,305.12,6.42,D,0
31.83447,74.53354,335.23,0.54,0.51,2023-05-18,0732,N20,VIIRS,n,2,302.92,6.42,D,0
31.84155,74.54329,330.61,0.54,0.51,2023-05-18,0732,N20,VIIRS,l,2,302.41,2.91,D,0
31.84029,74.53773,337.71,0.54,0.51,2023-05-18,0732,N20,VIIRS,n,2,304.18,4.54,D,0
31.92973,74.84867,334.09,0.52,0.5,2023-05-18,0732,N20,VIIRS,l,2,304.42,4.01,D,0
31.84868,74.40279,333.95,0.55,0.51,2023-05-18,0732,N20,VIIRS,l,2,305.29,2.8,D,0
31.97883,74.94144,348.91,0.51,0.5,2023-05-18,0732,N20,VIIRS,n,2,305.65,6.1,D,0
31.87313,74.46776,348.13,0.55,0.51,2023-05-18,0732,N20,VIIRS,n,2,304.57,9.65,D,0
31.87515,74.4551,332.18,0.55,0.51,2023-05-18,0732,N20,VIIRS,l,2,302.93,2.33,D,0
31.70094,73.64864,330.63,0.62,0.54,2023-05-18,0732,N20,VIIRS,n,2,298.45,2.16,D,0
31.91138,74.55162,332.37,0.54,0.51,2023-05-18,0732,N20,VIIRS,n,2,301.67,3.33,D,0
31.93925,74.65511,343.03,0.53,0.5,2023-05-18,0732,N20,VIIRS,n,2,301.54,3.91,D,0
31.94377,74.65373,334.03,0.53,0.5,2023-05-18,0732,N20,VIIRS,n,2,303.05,2.87,D,0
31.95795,74.69608,334.16,0.53,0.5,2023-05-18,0732,N20,VIIRS,n,2,303.32,4.25,D,0
31.9287,74.56412,337.09,0.54,0.51,2023-05-18,0732,N20,VIIRS,n,2,300.83,2.49,D,0
31.72778,73.65363,331.27,0.61,0.54,2023-05-18,0732,N20,VIIRS,n,2,299.1,3.35,D,0
31.88778,74.29285,339.04,0.56,0.52,2023-05-18,0732,N20,VIIRS,n,2,301.33,1.94,D,0
31.88511,74.29263,334.19,0.56,0.51,2023-05-18,0732,N20,VIIRS,n,2,300.35,3.47,D,0
31.94332,74.39669,342.18,0.55,0.51,2023-05-18,0732,N20,VIIRS,n,2,303.99,5.01,D,0
31.88065,74.10094,330.08,0.57,0.52,2023-05-18,0732,N20,VIIRS,l,2,300.34,1.16,D,0
31.89535,74.1216,345.65,0.57,0.52,2023-05-18,0732,N20,VIIRS,n,2,301.88,7.13,D,0
31.89716,74.06415,339.5,0.58,0.52,2023-05-18,0732,N20,VIIRS,n,2,299.99,4.64,D,0
31.90258,73.54218,337.27,0.62,0.54,2023-05-18,0732,N20,VIIRS,n,2,298.28,3.04,D,0
31.98669,73.72997,331.46,0.6,0.53,2023-05-18,0732,N20,VIIRS,n,2,301.34,4.27,D,0
31.98697,73.73576,331.08,0.6,0.53,2023-05-18,0732,N20,VIIRS,n,2,300.88,2.47,D,0
31.98553,73.72961,330.39,0.6,0.53,2023-05-18,0732,N20,VIIRS,l,2,301.2,3.57,D,0
31.99932,73.74506,330.48,0.6,0.53,2023-05-18,0732,N20,VIIRS,l,2,301.28,3.08,D,0
31.98603,73.62301,338.32,0.61,0.53,2023-05-18,0732,N20,VIIRS,n,2,301.39,5.2,D,0
31.50848,74.98742,339.75,0.52,0.5,2023-05-18,0732,N20,VIIRS,n,2,303.95,4.05,D,0
31.50862,74.985,337.26,0.52,0.5,2023-05-18,0732,N20,VIIRS,n,2,303.92,2.45,D,0
31.44877,74.71885,330.38,0.54,0.51,2023-05-18,0732,N20,VIIRS,l,2,301.76,1.52,D,0
31.48218,74.67317,338.27,0.54,0.51,2023-05-18,0732,N20,VIIRS,n,2,301.05,2.02,D,0
31.56553,74.61668,333.15,0.55,0.51,2023-05-18,0732,N20,VIIRS,n,2,302.45,3.05,D,0
31.65498,74.99614,333.44,0.52,0.5,2023-05-18,0732,N20,VIIRS,n,2,302.47,1.82,D,0
31.65944,74.9948,333.93,0.52,0.5,2023-05-18,0732,N20,VIIRS,n,2,301.48,1.97,D,0
31.67045,74.98018,338.37,0.52,0.5,2023-05-18,0732,N20,VIIRS,n,2,302.39,1.84,D,0
31.43741,73.87685,342.08,0.61,0.53,2023-05-18,0732,N20,VIIRS,n,2,297.93,7.15,D,0
31.81502,73.72106,333.44,0.57,0.69,2023-05-19,0713,N20,VIIRS,l,2,303.49,2.71,D,0
31.9931,73.51131,330.34,0.58,0.69,2023-05-19,0713,N20,VIIRS,l,2,303.3,2.48,D,0
31.99722,73.59927,334.4,0.57,0.69,2023-05-19,0713,N20,VIIRS,l,2,305.34,6.13,D,0
31.29097,74.9325,342.86,0.5,0.66,2023-05-19,0713,N20,VIIRS,n,2,303.23,4.65,D,0
31.22219,74.67107,338.93,0.52,0.67,2023-05-19,0713,N20,VIIRS,n,2,301.96,3.19,D,0
31.29808,74.93546,342.96,0.5,0.66,2023-05-19,0713,N20,VIIRS,n,2,302.64,4.8,D,0
31.29677,74.93043,335.25,0.5,0.66,2023-05-19,0713,N20,VIIRS,n,2,303.57,5.32,D,0
31.32332,74.95941,330.97,0.5,0.66,2023-05-19,0713,N20,VIIRS,l,2,302.71,2.5,D,0
31.29498,74.9351,348.87,0.5,0.66,2023-05-19,0713,N20,VIIRS,n,2,303.17,4.65,D,0
31.29363,74.93008,338.12,0.5,0.66,2023-05-19,0713,N20,VIIRS,n,2,303.41,4.65,D,0
31.22334,74.66941,338.95,0.52,0.67,2023-05-19,0713,N20,VIIRS,n,2,302.55,3.74,D,0
31.3262,74.95699,331.71,0.5,0.65,2023-05-19,0713,N20,VIIRS,l,2,302.45,1.65,D,0
31.27746,74.55807,330.53,0.52,0.67,2023-05-19,0713,N20,VIIRS,l,2,300.62,1.78,D,0
31.31152,74.54001,333.36,0.52,0.67,2023-05-19,0713,N20,VIIRS,n,2,301.06,2.96,D,0
31.31743,74.53786,345.2,0.52,0.67,2023-05-19,0713,N20,VIIRS,n,2,301.7,8.45,D,0
31.37593,74.71127,331.74,0.51,0.66,2023-05-19,0713,N20,VIIRS,l,2,301.85,1.39,D,0
31.38516,74.83392,332.62,0.5,0.66,2023-05-19,0713,N20,VIIRS,n,2,301.67,1.49,D,0
31.3115,74.53738,334.79,0.52,0.67,2023-05-19,0713,N20,VIIRS,n,2,301.65,8.21,D,0
31.31885,74.54054,342.6,0.52,0.67,2023-05-19,0713,N20,VIIRS,n,2,301.29,6.76,D,0
31.45296,74.96893,334.59,0.49,0.65,2023-05-19,0713,N20,VIIRS,n,2,303.33,1.68,D,0
31.33899,74.42246,335.03,0.53,0.67,2023-05-19,0713,N20,VIIRS,n,2,300.01,3.15,D,0
31.50116,74.98435,342.24,0.49,0.65,2023-05-19,0713,N20,VIIRS,n,2,302.28,3.15,D,0
31.50804,74.8176,333.45,0.5,0.66,2023-05-19,0713,N20,VIIRS,l,2,303.55,3.02,D,0
31.55808,74.98557,331.11,0.49,0.65,2023-05-19,0713,N20,VIIRS,l,2,304.1,4.05,D,0
31.48182,74.69305,333.13,0.51,0.66,2023-05-19,0713,N20,VIIRS,n,2,302.04,2.55,D,0
31.27066,73.87337,343.04,0.57,0.69,2023-05-19,0713,N20,VIIRS,n,2,301.4,8.28,D,0
31.5559,74.98489,330.53,0.49,0.65,2023-05-19,0713,N20,VIIRS,l,2,304.12,2.17,D,0
31.51064,74.81537,331.82,0.5,0.66,2023-05-19,0713,N20,VIIRS,l,2,302.58,1.93,D,0
31.56165,74.98283,333.11,0.49,0.65,2023-05-19,0713,N20,VIIRS,l,2,304.83,2.17,D,0
31.48372,74.69119,333.96,0.51,0.66,2023-05-19,0713,N20,VIIRS,n,2,302.3,3.16,D,0
31.26785,73.8742,345.36,0.57,0.69,2023-05-19,0713,N20,VIIRS,n,2,300.21,5.75,D,0
31.23832,73.7184,336.36,0.59,0.7,2023-05-19,0713,N20,VIIRS,n,2,303.66,3.72,D,0
31.56942,74.89326,331.45,0.49,0.65,2023-05-19,0713,N20,VIIRS,l,2,302.42,2.93,D,0
31.25191,73.69386,330.31,0.59,0.7,2023-05-19,0713,N20,VIIRS,l,2,302.54,1.71,D,0
31.31809,73.83662,335.08,0.57,0.69,2023-05-19,0713,N20,VIIRS,n,2,301.16,2.43,D,0
31.59368,74.76891,342.92,0.5,0.66,2023-05-19,0713,N20,VIIRS,n,2,301.79,5.33,D,0
