latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
31.1992,73.86084,326.05,0.52,0.5,2023-01-01,0840,N20,VIIRS,n,2,280.65,2.92,D,0
31.19979,73.86254,333.55,0.52,0.5,2023-01-01,0840,N20,VIIRS,n,2,280.54,4.35,D,0
31.62188,74.43297,295.74,0.46,0.39,2023-01-01,2103,N20,VIIRS,n,2,277.31,0.59,N,2
31.15327,73.70285,332.48,0.44,0.38,2023-01-02,0821,N20,VIIRS,n,2,292.28,4.67,D,0
31.09654,73.71066,340.21,0.44,0.38,2023-01-02,0821,N20,VIIRS,n,2,297.91,22.87,D,0
31.07412,73.90407,335.14,0.45,0.39,2023-01-02,0821,N20,VIIRS,n,2,292,5.25,D,0
31.35362,73.50024,336.75,0.4,0.37,2023-01-03,0802,N20,VIIRS,n,2,292.12,3.59,D,0
31.59212,74.41267,296.38,0.39,0.36,2023-01-07,2051,N20,VIIRS,n,2,279.51,0.4,N,0
31.67375,74.09413,295.24,0.38,0.36,2023-01-07,2051,N20,VIIRS,n,2,278.69,0.42,N,0
31.62037,74.42725,296.81,0.39,0.36,2023-01-07,2051,N20,VIIRS,n,2,279.02,0.51,N,2
31.61503,74.37611,305.16,0.39,0.36,2023-01-07,2051,N20,VIIRS,n,2,278.97,1.17,N,0
31.62041,74.43015,296.01,0.49,0.4,2023-01-08,2032,N20,VIIRS,n,2,278.33,0.89,N,2
31.60446,74.40651,296.29,0.49,0.4,2023-01-08,2032,N20,VIIRS,n,2,281.33,0.74,N,2
31.6061,74.4052,296.95,0.49,0.4,2023-01-08,2032,N20,VIIRS,n,2,281.81,0.69,N,2
31.12476,73.79288,327.51,0.4,0.37,2023-01-13,0814,N20,VIIRS,n,2,287.19,2.16,D,0
31.61764,74.37552,297.83,0.42,0.38,2023-01-13,2038,N20,VIIRS,n,2,276.35,0.72,N,2
31.60817,74.41934,297.76,0.42,0.38,2023-01-13,2038,N20,VIIRS,n,2,278.57,0.74,N,0
31.62075,74.43079,295.43,0.42,0.38,2023-01-13,2038,N20,VIIRS,n,2,277.2,0.56,N,2
31.62643,74.44096,301.04,0.42,0.38,2023-01-13,2038,N20,VIIRS,n,2,278.04,0.69,N,2
31.40849,73.72388,329.75,0.44,0.38,2023-01-14,0756,N20,VIIRS,n,2,290.58,2.63,D,0
31.15151,73.87776,329.09,0.44,0.38,2023-01-14,0756,N20,VIIRS,n,2,291.5,3.67,D,0
31.30542,73.965,330.52,0.43,0.38,2023-01-14,0756,N20,VIIRS,n,2,292.87,3.84,D,0
31.21218,74.2216,328.81,0.43,0.38,2023-01-14,0756,N20,VIIRS,n,2,292.08,5.16,D,0
31.0759,73.69917,331.36,0.45,0.39,2023-01-14,0756,N20,VIIRS,n,2,294.58,3.96,D,0
31.91169,74.68077,329.87,0.41,0.37,2023-01-14,0756,N20,VIIRS,n,2,291.98,2.29,D,0
31.87382,74.21028,327.6,0.42,0.38,2023-01-14,0756,N20,VIIRS,n,2,296,13.58,D,0
31.73867,74.47015,328.87,0.41,0.37,2023-01-14,0756,N20,VIIRS,n,2,291.1,1.78,D,0
31.96541,73.75835,328.36,0.43,0.38,2023-01-14,0756,N20,VIIRS,n,2,293.74,3.12,D,0
31.92021,73.78816,326.71,0.43,0.38,2023-01-14,0756,N20,VIIRS,n,2,290.91,2.45,D,0
31.12225,73.81073,331.79,0.51,0.49,2023-01-15,0737,N20,VIIRS,n,2,291.05,4,D,0
31.12097,73.81496,331.17,0.51,0.49,2023-01-15,0737,N20,VIIRS,n,2,288.93,4.04,D,0
31.88519,74.66062,329.24,0.44,0.46,2023-01-15,0737,N20,VIIRS,n,2,290.6,2.42,D,0
31.43015,73.75944,337.85,0.5,0.49,2023-01-15,0737,N20,VIIRS,n,2,291.66,4.76,D,0
31.15032,73.70291,326.39,0.51,0.5,2023-01-15,0737,N20,VIIRS,n,2,291.15,2.69,D,0
31.50257,73.57752,337.8,0.49,0.65,2023-01-16,0859,N20,VIIRS,n,2,291.02,4.01,D,0
31.79836,73.78109,325.91,0.5,0.66,2023-01-16,0859,N20,VIIRS,n,2,289.24,1.63,D,0
31.5043,73.5741,354.93,0.49,0.65,2023-01-16,0859,N20,VIIRS,n,2,293.3,6.44,D,0
31.92727,73.58407,349.47,0.51,0.5,2023-01-17,0840,N20,VIIRS,n,2,291,7.61,D,0
31.89034,73.53349,333.97,0.51,0.49,2023-01-17,0840,N20,VIIRS,n,2,291.96,4.01,D,0
31.24372,73.95583,325.96,0.53,0.5,2023-01-17,0840,N20,VIIRS,n,2,292.64,2.79,D,0
31.61332,74.36164,298.23,0.46,0.39,2023-01-17,2103,N20,VIIRS,n,2,277.06,0.71,N,0
31.14248,73.71482,334.59,0.44,0.38,2023-01-18,0821,N20,VIIRS,n,2,288.4,3.93,D,0
31.17616,73.5591,329.49,0.44,0.38,2023-01-18,0821,N20,VIIRS,n,2,288.5,1.66,D,0
31.09056,74.02898,367,0.39,0.37,2023-01-19,0802,N20,VIIRS,h,2,344.84,165.37,D,0
31.71989,74.4873,331,0.39,0.36,2023-01-19,0802,N20,VIIRS,n,2,293.51,2.77,D,0
31.72054,74.49135,327.88,0.39,0.36,2023-01-19,0802,N20,VIIRS,n,2,296.31,2.77,D,0
31.71331,74.48872,332.97,0.39,0.36,2023-01-19,0802,N20,VIIRS,l,2,304.54,74.07,D,0
31.19202,73.54075,341.52,0.4,0.37,2023-01-19,0802,N20,VIIRS,n,2,292.69,5.23,D,0
31.23398,74.028,329.55,0.39,0.36,2023-01-19,0802,N20,VIIRS,n,2,293.04,3.28,D,0
31.14976,73.80842,330.82,0.4,0.37,2023-01-19,0802,N20,VIIRS,n,2,294.54,4.1,D,0
31.13018,73.75286,330.8,0.4,0.37,2023-01-19,0802,N20,VIIRS,n,2,295.22,5.32,D,0
31.09388,74.02825,367,0.39,0.37,2023-01-19,0802,N20,VIIRS,l,2,327.66,103.79,D,0
31.09455,74.03234,327.41,0.39,0.37,2023-01-19,0802,N20,VIIRS,n,2,300.15,31.43,D,0
31.02875,74.51115,329.77,0.39,0.36,2023-01-19,0802,N20,VIIRS,n,2,293.6,2.6,D,0
31.00741,74.4198,326.09,0.39,0.36,2023-01-19,0802,N20,VIIRS,n,2,294,1.62,D,0
31.09123,74.03307,334.19,0.39,0.37,2023-01-19,0802,N20,VIIRS,n,2,290.04,10.49,D,0
31.26927,74.17775,327.06,0.36,0.58,2023-01-21,0724,N20,VIIRS,n,2,286.93,1.95,D,0
31.07716,73.91329,328.5,0.38,0.59,2023-01-21,0724,N20,VIIRS,n,2,284.68,2.08,D,0
31.56669,73.76561,367,0.38,0.59,2023-01-21,0725,N20,VIIRS,h,2,291.54,5.88,D,0
31.19636,73.52709,336.73,0.62,0.54,2023-01-22,0846,N20,VIIRS,n,2,289.24,9.43,D,0
31.48663,73.55228,330.89,0.51,0.41,2023-01-23,0827,N20,VIIRS,n,2,290.39,3.74,D,0
31.48616,73.54978,331.29,0.51,0.41,2023-01-23,0827,N20,VIIRS,n,2,289.45,3.71,D,0
31.50567,73.55221,329.05,0.51,0.41,2023-01-23,0827,N20,VIIRS,n,2,290.31,2.47,D,0
31.1818,73.73874,325.93,0.52,0.41,2023-01-23,0827,N20,VIIRS,n,2,289.8,2.33,D,0
31.23731,73.5252,328.76,0.51,0.41,2023-01-23,0827,N20,VIIRS,n,2,288.77,3.21,D,0
31.03881,73.92598,295.5,0.38,0.36,2023-01-23,2051,N20,VIIRS,n,2,280.17,0.76,N,0
31.33349,73.55236,329.57,0.38,0.36,2023-01-24,0808,N20,VIIRS,n,2,292.72,2.72,D,0
31.4301,73.7392,332.56,0.38,0.36,2023-01-24,0808,N20,VIIRS,n,2,301.73,15.87,D,0
31.23404,73.61427,325.07,0.38,0.36,2023-01-24,0808,N20,VIIRS,n,2,292.71,1.72,D,0
31.25104,74.17581,337.72,0.39,0.36,2023-01-24,0808,N20,VIIRS,n,2,291,3.92,D,0
31.04815,73.83938,330.11,0.51,0.41,2023-01-25,0749,N20,VIIRS,n,2,292.36,3.79,D,0
31.94909,73.7739,325.23,0.5,0.41,2023-01-25,0750,N20,VIIRS,n,2,289.95,2.01,D,0
31.21008,73.87115,336.82,0.62,0.54,2023-01-26,0731,N20,VIIRS,n,2,291.19,5.78,D,0
31.20764,73.87238,340.13,0.62,0.54,2023-01-26,0731,N20,VIIRS,n,2,290.44,6.73,D,0
31.225,73.51758,325.91,0.74,0.76,2023-01-26,0911,N20,VIIRS,n,2,288.59,3.73,D,0
31.60306,74.56328,297.69,0.42,0.61,2023-01-26,2134,N20,VIIRS,n,2,275.7,0.56,N,0
31.60851,74.40414,295.04,0.41,0.61,2023-01-26,2134,N20,VIIRS,n,2,278.31,0.6,N,0
31.59241,73.5073,328.49,0.59,0.7,2023-01-27,0712,N20,VIIRS,n,2,291.1,3.07,D,0
31.08506,73.91334,330.1,0.58,0.7,2023-01-27,0712,N20,VIIRS,n,2,291.46,2.93,D,0
31.50606,74.14912,345.52,0.42,0.61,2023-01-27,0852,N20,VIIRS,n,2,293.32,3.83,D,0
31.6076,74.41942,295.3,0.44,0.46,2023-01-27,2116,N20,VIIRS,n,2,277.93,0.61,N,0
31.28453,74.23377,349.81,0.45,0.47,2023-01-28,0833,N20,VIIRS,n,2,297.65,5.87,D,0
31.45506,73.51671,334.84,0.41,0.45,2023-01-28,0833,N20,VIIRS,n,2,296.27,3.53,D,0
31.04651,74.59452,332.61,0.46,0.47,2023-01-31,0737,N20,VIIRS,n,2,287.95,2.81,D,0
31.5765,73.72533,330.79,0.5,0.49,2023-01-31,0737,N20,VIIRS,n,2,294.01,2.84,D,0
31.25864,74.32165,329.54,0.47,0.48,2023-01-31,0737,N20,VIIRS,n,2,293.41,3.01,D,0
31.61857,74.37323,296.96,0.46,0.64,2023-01-31,2000,N20,VIIRS,n,2,279.97,0.68,N,2
31.6079,74.11868,349.17,0.45,0.63,2023-02-01,0718,N20,VIIRS,n,2,290.24,5.11,D,0
31.50858,74.09142,339.41,0.52,0.67,2023-02-01,0859,N20,VIIRS,n,2,295.02,6.4,D,0
31.5095,74.09275,338.96,0.52,0.67,2023-02-01,0859,N20,VIIRS,n,2,295.01,6.62,D,0
31.0589,74.04901,344.14,0.53,0.5,2023-02-02,0840,N20,VIIRS,n,2,299.98,7.26,D,0
31.62121,74.43202,296.11,0.46,0.39,2023-02-02,2103,N20,VIIRS,n,2,279.78,1.11,N,2
31.60788,74.4035,300.17,0.46,0.39,2023-02-02,2103,N20,VIIRS,n,2,282.98,1,N,2
31.61229,74.3596,299.47,0.46,0.39,2023-02-02,2103,N20,VIIRS,n,2,281.71,0.45,N,0
31.59099,74.41422,300.08,0.46,0.39,2023-02-02,2103,N20,VIIRS,n,2,282.49,0.75,N,0
31.62075,74.42451,295.22,0.46,0.39,2023-02-02,2103,N20,VIIRS,n,2,279.77,0.56,N,2
31.05636,73.71447,331.72,0.44,0.38,2023-02-03,0821,N20,VIIRS,n,2,296.86,3.48,D,0
31.92298,74.73951,326.71,0.49,0.41,2023-02-03,0821,N20,VIIRS,n,2,293.53,2.91,D,0
31.45769,73.58532,332.49,0.44,0.38,2023-02-03,0821,N20,VIIRS,n,2,293.63,2.89,D,0
31.51147,73.55721,332.33,0.44,0.38,2023-02-03,0821,N20,VIIRS,n,2,297.74,27.33,D,0
31.68828,74.24142,328.33,0.47,0.39,2023-02-03,0821,N20,VIIRS,n,2,299.91,3.58,D,0
31.91803,74.72969,337.31,0.49,0.41,2023-02-03,0821,N20,VIIRS,n,2,294.8,8.57,D,0
31.01412,73.91822,345.66,0.45,0.39,2023-02-03,0821,N20,VIIRS,n,2,303.29,13.6,D,0
31.62164,74.4338,303.03,0.39,0.36,2023-02-03,2044,N20,VIIRS,n,2,282.67,0.46,N,2
31.62948,74.42698,304.2,0.39,0.36,2023-02-03,2044,N20,VIIRS,n,2,282.69,0.64,N,2
31.61447,74.39028,296.34,0.39,0.36,2023-02-03,2044,N20,VIIRS,n,2,282.64,0.44,N,0
31.61209,74.36034,301.27,0.39,0.36,2023-02-03,2044,N20,VIIRS,n,2,284.09,0.45,N,0
31.6169,74.37395,300.67,0.39,0.36,2023-02-03,2044,N20,VIIRS,n,2,283.1,0.6,N,2
31.62765,74.43922,295.9,0.39,0.36,2023-02-03,2044,N20,VIIRS,n,2,283.26,0.4,N,2
31.05481,73.90464,326.84,0.4,0.37,2023-02-04,0802,N20,VIIRS,n,2,296.3,2.13,D,0
31.86147,74.62058,331.34,0.39,0.36,2023-02-04,0802,N20,VIIRS,n,2,294.7,4.15,D,0
31.85818,74.62129,327.54,0.39,0.36,2023-02-04,0802,N20,VIIRS,n,2,294.69,1.7,D,0
31.43401,73.51372,332.33,0.4,0.37,2023-02-04,0802,N20,VIIRS,n,2,295.58,2.9,D,0
31.42524,73.50269,333.6,0.4,0.37,2023-02-04,0802,N20,VIIRS,n,2,294.97,2.68,D,0
31.15447,73.9304,327.53,0.4,0.37,2023-02-04,0802,N20,VIIRS,l,2,297.67,1.52,D,0
31.0832,73.8951,334.09,0.4,0.37,2023-02-04,0802,N20,VIIRS,n,2,300.66,4.65,D,0
31.0627,73.84743,332.82,0.4,0.37,2023-02-04,0802,N20,VIIRS,l,2,303.26,17.39,D,0
31.04487,73.92814,328.28,0.4,0.37,2023-02-04,0802,N20,VIIRS,n,2,297.47,1.59,D,0
31.03957,73.93782,328.05,0.4,0.37,2023-02-04,0802,N20,VIIRS,n,2,296.66,1.7,D,0
31.05697,74.04435,329.34,0.39,0.37,2023-02-04,0802,N20,VIIRS,l,2,300.92,45.07,D,0
31.0295,73.89748,330.79,0.4,0.37,2023-02-04,0802,N20,VIIRS,n,2,298.95,2.65,D,0
31.02818,74.52096,326.01,0.39,0.36,2023-02-04,0802,N20,VIIRS,n,2,296.17,1.17,D,0
31.02489,74.52167,331.65,0.39,0.36,2023-02-04,0802,N20,VIIRS,n,2,298.75,2.77,D,0
31.60733,74.42141,295.23,0.39,0.44,2023-02-04,2025,N20,VIIRS,n,2,284.7,0.73,N,0
31.62294,74.42796,295.59,0.39,0.44,2023-02-04,2025,N20,VIIRS,n,2,282.73,0.39,N,2
31.62248,74.43208,298.42,0.39,0.44,2023-02-04,2025,N20,VIIRS,n,2,282.73,0.39,N,0
31.40256,73.58955,336.83,0.42,0.45,2023-02-05,0743,N20,VIIRS,n,2,296.1,3.48,D,0
31.02508,74.50561,337.76,0.57,0.43,2023-02-05,0743,N20,VIIRS,n,2,296.64,8.03,D,0
31.09752,73.90062,337.12,0.41,0.45,2023-02-05,0743,N20,VIIRS,n,2,299.61,3.69,D,0
31.38138,73.54964,333.08,0.42,0.45,2023-02-05,0743,N20,VIIRS,n,2,296.96,3.19,D,0
31.60444,74.40687,296.22,0.33,0.56,2023-02-06,2128,N20,VIIRS,n,2,284.07,0.4,N,2
31.62091,74.42699,295.56,0.33,0.56,2023-02-06,2128,N20,VIIRS,n,2,281.69,0.35,N,2
31.6069,74.41869,299.03,0.33,0.56,2023-02-06,2128,N20,VIIRS,n,2,283.79,0.45,N,0
31.28684,73.9228,327.73,0.71,0.75,2023-02-07,0706,N20,VIIRS,n,2,291.22,3.55,D,0
31.60953,74.11832,346.88,0.34,0.56,2023-02-07,0846,N20,VIIRS,n,2,303,8.74,D,0
31.05891,74.14149,327.73,0.34,0.56,2023-02-07,0846,N20,VIIRS,n,2,295.66,2.47,D,0
31.11123,73.92379,367,0.33,0.55,2023-02-07,0846,N20,VIIRS,h,2,298.05,5.09,D,0
31.23027,73.8304,331.59,0.32,0.55,2023-02-07,0846,N20,VIIRS,n,2,294.81,1.2,D,0
31.3251,74.0787,343.27,0.33,0.56,2023-02-07,0846,N20,VIIRS,n,2,298.11,2.85,D,0
31.60979,74.12192,367,0.34,0.56,2023-02-07,0846,N20,VIIRS,h,2,297.31,8.5,D,0
31.64273,74.15219,303.76,0.38,0.36,2023-02-08,2051,N20,VIIRS,n,2,278.97,0.8,N,0
31.61263,74.36147,301.19,0.39,0.36,2023-02-08,2051,N20,VIIRS,n,2,281.33,0.61,N,0
31.62133,74.43409,299.68,0.39,0.36,2023-02-08,2051,N20,VIIRS,n,2,276.08,0.5,N,2
31.60582,74.40511,295.91,0.49,0.4,2023-02-09,2032,N20,VIIRS,n,2,282.65,0.46,N,2
31.06936,73.72603,328.06,0.52,0.42,2023-02-10,0749,N20,VIIRS,n,2,294.29,2.81,D,0
31.95653,74.2225,316.43,0.61,0.54,2023-02-10,2013,N20,VIIRS,n,2,280.95,3.54,N,0
31.95786,74.22343,303.23,0.61,0.54,2023-02-10,2013,N20,VIIRS,n,2,280.42,1.96,N,0
31.95839,74.21689,297.44,0.62,0.54,2023-02-10,2013,N20,VIIRS,n,2,278.66,1.85,N,0
31.42332,73.51464,342.49,0.32,0.55,2023-02-11,0731,N20,VIIRS,n,2,294.75,2.59,D,0
31.42398,73.51418,338.18,0.32,0.55,2023-02-11,0731,N20,VIIRS,n,2,293.84,2.99,D,0
31.42971,73.76687,327.12,0.62,0.54,2023-02-11,0731,N20,VIIRS,n,2,294.05,2.75,D,0
31.60333,74.40514,297.43,0.41,0.61,2023-02-11,2134,N20,VIIRS,n,2,279.84,0.83,N,0
31.72869,74.4991,336.45,0.52,0.67,2023-02-12,0712,N20,VIIRS,n,2,292.77,5.55,D,0
31.53922,73.76773,329.5,0.4,0.6,2023-02-12,0852,N20,VIIRS,n,2,290.89,2.05,D,0
31.90012,74.69527,329.39,0.46,0.63,2023-02-12,0852,N20,VIIRS,n,2,292.91,2.26,D,0
31.16193,73.92915,339.34,0.41,0.6,2023-02-12,0852,N20,VIIRS,n,2,295.38,2.76,D,0
31.25839,73.56229,367,0.39,0.59,2023-02-12,0852,N20,VIIRS,h,2,294.55,9.66,D,0
31.43345,73.51904,354.92,0.39,0.59,2023-02-12,0852,N20,VIIRS,n,2,296.75,5.31,D,0
31.47687,73.51118,325.72,0.39,0.59,2023-02-12,0852,N20,VIIRS,n,2,293.87,1.7,D,0
31.6078,74.41946,297.91,0.44,0.46,2023-02-12,2116,N20,VIIRS,n,2,280.35,0.75,N,0
31.60722,74.42099,295.41,0.44,0.46,2023-02-12,2116,N20,VIIRS,n,2,279.89,0.5,N,0
31.60591,74.4062,296.85,0.44,0.46,2023-02-12,2116,N20,VIIRS,n,2,280.65,0.57,N,2
31.6112,74.35995,296.67,0.44,0.46,2023-02-12,2116,N20,VIIRS,n,2,279.61,0.63,N,0
31.61927,74.4276,295.09,0.44,0.46,2023-02-12,2116,N20,VIIRS,n,2,277.87,0.42,N,2
31.25315,73.90796,326.82,0.42,0.46,2023-02-13,0833,N20,VIIRS,n,2,295.01,3.29,D,0
31.95756,74.97002,336.19,0.5,0.49,2023-02-13,0833,N20,VIIRS,n,2,290.3,3.71,D,0
31.26792,73.56454,340.94,0.41,0.45,2023-02-13,0833,N20,VIIRS,n,2,293.16,4.61,D,0
31.24473,73.50296,326.24,0.4,0.44,2023-02-13,0833,N20,VIIRS,n,2,293.51,1.57,D,0
31.63625,74.42986,299.06,0.41,0.37,2023-02-13,2057,N20,VIIRS,n,2,276.72,0.85,N,0
31.62183,74.42814,302.99,0.41,0.37,2023-02-13,2057,N20,VIIRS,n,2,277.73,0.76,N,2
31.61719,74.37399,299.53,0.41,0.37,2023-02-13,2057,N20,VIIRS,n,2,278.06,0.88,N,2
31.64488,74.15245,296.47,0.4,0.37,2023-02-13,2057,N20,VIIRS,n,2,277.01,0.24,N,0
31.6293,74.4255,296.4,0.41,0.37,2023-02-13,2057,N20,VIIRS,n,2,277.81,0.59,N,2
31.19152,73.52196,332.73,0.39,0.36,2023-02-14,0814,N20,VIIRS,n,2,273.83,3.38,D,0
31.50914,73.53923,332.92,0.4,0.37,2023-02-14,0815,N20,VIIRS,n,2,290.23,3.25,D,0
31.60462,74.40397,295.47,0.43,0.38,2023-02-14,2038,N20,VIIRS,n,2,285,0.57,N,2
31.60596,74.40646,300.24,0.43,0.38,2023-02-14,2038,N20,VIIRS,n,2,284.6,0.79,N,2
31.62807,74.44035,295.89,0.42,0.38,2023-02-14,2038,N20,VIIRS,n,2,282.14,0.53,N,2
31.61573,74.37395,307.52,0.43,0.38,2023-02-14,2038,N20,VIIRS,n,2,282.56,0.95,N,2
31.60629,74.418,295.91,0.43,0.38,2023-02-14,2038,N20,VIIRS,n,2,284.28,0.57,N,0
31.62988,74.42696,298.2,0.43,0.38,2023-02-14,2038,N20,VIIRS,n,2,281.26,0.45,N,2
31.8622,74.63834,329.88,0.41,0.37,2023-02-15,0756,N20,VIIRS,n,2,294.54,2.16,D,0
31.45814,73.75716,334.27,0.44,0.38,2023-02-15,0756,N20,VIIRS,n,2,297.02,4.8,D,0
31.47198,73.60991,331.38,0.45,0.39,2023-02-15,0756,N20,VIIRS,n,2,297.39,1.7,D,0
31.14974,73.85046,330.81,0.44,0.38,2023-02-15,0756,N20,VIIRS,n,2,297.04,2.87,D,0
31.3237,73.53722,332.06,0.45,0.39,2023-02-15,0756,N20,VIIRS,n,2,300.05,4.06,D,0
31.41071,73.51334,330.59,0.45,0.39,2023-02-15,0756,N20,VIIRS,n,2,297.69,3.18,D,0
31.61897,74.40189,296.77,0.48,0.48,2023-02-15,2019,N20,VIIRS,n,2,278.85,0.72,N,0
31.60592,74.27664,297.23,0.46,0.39,2023-02-18,2103,N20,VIIRS,n,2,276.55,0.28,N,0
31.22953,73.50635,345.12,0.43,0.38,2023-02-19,0821,N20,VIIRS,n,2,289.28,6.27,D,0
31.27623,73.52778,328.52,0.43,0.38,2023-02-19,0821,N20,VIIRS,n,2,289.05,1.32,D,0
31.05725,74.129,325.91,0.45,0.39,2023-02-19,0821,N20,VIIRS,n,2,295.36,2.87,D,0
31.47298,73.5743,344.84,0.4,0.37,2023-02-20,0802,N20,VIIRS,n,2,292.99,9.04,D,0
31.60876,74.41861,300.73,0.39,0.44,2023-02-20,2025,N20,VIIRS,n,2,289.06,0.69,N,0
31.61794,74.37379,304.23,0.39,0.44,2023-02-20,2025,N20,VIIRS,n,2,287.81,0.39,N,2
31.62955,74.42495,298.71,0.39,0.44,2023-02-20,2025,N20,VIIRS,n,2,287.24,0.48,N,2
31.0577,73.89819,334.23,0.41,0.45,2023-02-21,0743,N20,VIIRS,n,2,298.76,2.79,D,0
31.01871,74.50417,329.09,0.38,0.43,2023-02-21,0743,N20,VIIRS,n,2,296.75,1.17,D,0
31.10522,73.51884,328.03,0.43,0.46,2023-02-21,0743,N20,VIIRS,n,2,299.06,2.79,D,0
31.10933,73.51769,351.14,0.43,0.46,2023-02-21,0743,N20,VIIRS,n,2,299.4,9.68,D,0
31.31079,74.08521,335.34,0.4,0.44,2023-02-21,0743,N20,VIIRS,n,2,299.49,3.42,D,0
31.46629,73.56049,336.34,0.42,0.45,2023-02-21,0743,N20,VIIRS,n,2,302.33,3.2,D,0
31.53573,73.73127,329.27,0.41,0.45,2023-02-21,0743,N20,VIIRS,n,2,299.86,3.13,D,0
31.79022,74.55449,346.04,0.55,0.43,2023-02-21,0743,N20,VIIRS,n,2,303.18,10.81,D,0
31.78909,74.54877,340.37,0.55,0.43,2023-02-21,0743,N20,VIIRS,n,2,297.21,10.81,D,0
31.7952,74.55919,332.52,0.55,0.43,2023-02-21,0743,N20,VIIRS,n,2,301.51,4.38,D,0
31.8847,74.66656,328.11,0.54,0.42,2023-02-21,0743,N20,VIIRS,n,2,298.9,3.39,D,0
31.88587,74.66472,332,0.54,0.42,2023-02-21,0743,N20,VIIRS,n,2,300.17,2.3,D,0
31.62251,74.43114,296.04,0.37,0.58,2023-02-21,2007,N20,VIIRS,n,2,284.36,0.43,N,0
31.60614,74.40529,302.84,0.37,0.58,2023-02-21,2007,N20,VIIRS,n,2,287.43,1.2,N,2
31.62055,74.43056,296.1,0.37,0.58,2023-02-21,2007,N20,VIIRS,n,2,284.05,0.34,N,2
31.60736,74.41775,297.91,0.37,0.58,2023-02-21,2007,N20,VIIRS,n,2,286.19,0.66,N,0
31.60825,74.40596,299.69,0.37,0.58,2023-02-21,2007,N20,VIIRS,n,2,287.34,0.51,N,2
31.48114,73.66631,336.69,0.61,0.71,2023-02-22,0905,N20,VIIRS,n,2,294.55,6.83,D,0
31.62167,74.42628,295.75,0.33,0.56,2023-02-22,2128,N20,VIIRS,n,2,284.13,0.41,N,2
31.60515,74.40611,299.64,0.33,0.56,2023-02-22,2128,N20,VIIRS,n,2,286.02,0.51,N,2
31.03327,73.89132,367,0.72,0.76,2023-02-23,0706,N20,VIIRS,h,2,300.33,27.47,D,0
31.07258,73.77129,339.97,0.73,0.76,2023-02-23,0706,N20,VIIRS,n,2,295.5,7.76,D,0
31.4637,73.53525,345.86,0.73,0.76,2023-02-23,0706,N20,VIIRS,n,2,295.86,7.55,D,0
31.0726,73.77151,343.01,0.73,0.76,2023-02-23,0706,N20,VIIRS,n,2,295.66,10.1,D,0
31.90731,74.72836,327.19,0.37,0.58,2023-02-23,0846,N20,VIIRS,n,2,295.58,1.65,D,0
31.15341,73.86615,354.01,0.32,0.55,2023-02-23,0846,N20,VIIRS,n,2,305.29,9.39,D,0
31.42898,73.53306,329.89,0.62,0.54,2023-02-23,0846,N20,VIIRS,n,2,300.36,4.93,D,0
31.15369,73.86957,351.78,0.32,0.55,2023-02-23,0846,N20,VIIRS,n,2,298.31,8.48,D,0
31.92361,74.72437,339.23,0.39,0.44,2023-02-24,0827,N20,VIIRS,n,2,298.62,4,D,0
31.62151,74.42827,307.4,0.39,0.36,2023-02-24,2051,N20,VIIRS,n,2,285.1,0.6,N,2
31.62086,74.4323,300.75,0.39,0.36,2023-02-24,2051,N20,VIIRS,n,2,285.19,0.6,N,2
31.61681,74.37312,301.47,0.39,0.36,2023-02-24,2051,N20,VIIRS,n,2,284.8,0.62,N,2
31.60505,74.40382,304,0.39,0.36,2023-02-24,2051,N20,VIIRS,n,2,288.59,1.17,N,2
31.6044,74.40784,298.64,0.39,0.36,2023-02-24,2051,N20,VIIRS,n,2,288.5,0.84,N,2
31.59325,74.41371,303.91,0.39,0.36,2023-02-24,2051,N20,VIIRS,n,2,288.3,0.71,N,0
31.01972,74.48345,342.1,0.39,0.36,2023-02-25,0808,N20,VIIRS,n,2,303.31,7.1,D,0
31.20502,73.79148,331.15,0.38,0.36,2023-02-25,0808,N20,VIIRS,n,2,299.9,2.01,D,0
31.28079,73.50845,332.25,0.38,0.36,2023-02-25,0808,N20,VIIRS,n,2,298.57,2.16,D,0
31.86006,74.61279,329.37,0.39,0.36,2023-02-25,0808,N20,VIIRS,n,2,298.28,2.28,D,0
31.7083,73.54473,331.43,0.38,0.36,2023-02-25,0808,N20,VIIRS,n,2,297.87,5.74,D,0
31.62968,74.42608,296,0.49,0.4,2023-02-25,2032,N20,VIIRS,n,2,285.64,0.54,N,2
31.60041,74.32635,300.24,0.49,0.4,2023-02-25,2032,N20,VIIRS,n,2,289.1,0.62,N,0
31.6223,74.42483,299.34,0.49,0.4,2023-02-25,2032,N20,VIIRS,n,2,285.95,0.69,N,2
31.61694,74.37663,306.37,0.49,0.4,2023-02-25,2032,N20,VIIRS,n,2,286.06,1.37,N,2
31.43544,73.75686,334.1,0.51,0.41,2023-02-26,0750,N20,VIIRS,n,2,296.43,5.03,D,0
31.66981,74.18336,336.57,0.49,0.4,2023-02-26,0750,N20,VIIRS,n,2,299.4,3.64,D,0
31.23525,73.55183,329.84,0.53,0.42,2023-02-26,0750,N20,VIIRS,n,2,295.16,4.35,D,0
31.34901,73.58496,354.48,0.32,0.54,2023-02-27,0731,N20,VIIRS,n,2,301,15.71,D,0
31.6055,74.40831,298.18,0.42,0.38,2023-03-02,2038,N20,VIIRS,n,2,284.58,0.83,N,2
