date,pm2_5_mean,pm2_5_max,pm2_5_min,pm2_5_std,pm10,ozone,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,temperature_2m,relative_humidity_2m,wind_speed_10m,wind_direction_10m,pressure_msl,tavg,tmin,tmax,prcp,wspd,pres,fire_count,fire_brightness_avg,fire_frp_mean,fire_frp_max,fire_frp_total
2023-01-22,81.77916666666667,106.4,48.8,20.66389371883209,117.62916666666666,155,68.07083333333334,20.091666666666665,2340.7916666666665,12.424999999999999,66.33333333333333,8.237499999999999,335,1018.0166666666668,15.2,9.4,19.5,0.0,3.2,1017.9,1.0,336.73,9.43,9.43,9.43
2023-01-23,82.77083333333333,96.4,69.8,8.334500280612888,119.81666666666666,140,40.24166666666667,11.704166666666666,1297.8333333333333,12.7125,65.875,11.691666666666668,343,1016.9916666666667,14.3,11.1,20.0,0.0,6.5,1018.0,6.0,323.57,2.703333333333333,3.74,16.22
2023-01-24,100.18333333333334,131.8,79.6,14.308941159339826,144.3125,171,57.85833333333333,16.158333333333335,2346.7916666666665,12.854166666666666,73.625,7.0,198,1014.625,13.7,9.0,18.2,0.0,2.0,1015.1,4.0,331.23,6.0575,15.87,24.23
2023-01-25,122.93333333333334,149.0,94.1,16.468802302394742,177.76250000000002,199,75.69166666666666,25.84166666666667,3063.7916666666665,12.129166666666668,87.95833333333333,6.316666666666666,20,1017.6166666666667,12.8,11.0,17.0,2.3,2.4,1016.8,2.0,327.67,2.9,3.79,5.8
2023-01-26,101.5125,160.2,68.0,31.992870299490157,146.05416666666665,166,57.262499999999996,20.662499999999998,1972.2083333333333,10.358333333333333,72.5,8.6625,310,1020.0916666666667,11.2,5.6,18.6,0.0,3.2,1020.2,5.0,319.11800000000005,3.4800000000000004,6.73,17.400000000000002
2023-01-27,87.62916666666666,117.3,56.0,16.696718739520847,126.02083333333333,172,45.9125,29.09583333333333,1548.7083333333333,10.674999999999999,65.375,7.808333333333334,311,1018.9041666666667,12.6,5.8,20.5,0.0,1.4,1019.9,4.0,324.8525,2.61,3.83,10.44
2023-01-28,127.84583333333335,204.9,74.7,45.19319859531257,183.4125,201,93.78333333333335,38.53333333333333,4145.333333333333,11.670833333333334,63.75,7.108333333333333,322,1014.475,13.6,6.0,21.6,0.0,1.1,1016.2,2.0,342.325,4.7,5.87,9.4
2023-01-29,96.16666666666667,210.0,52.0,56.195409580952564,139.02083333333334,198,59.76666666666667,21.133333333333333,2453.2916666666665,12.970833333333333,76.83333333333333,13.708333333333334,111,1013.8416666666667,13.6,7.8,18.5,0.0,3.7,1013.6,0.0,0.0,0.0,0.0,0.0
2023-01-30,75.29583333333333,94.5,46.3,14.281440652169845,110.00833333333333,75,39.170833333333334,13.145833333333334,1303.875,12.8125,88.33333333333333,11.495833333333332,153,1019.3249999999999,14.6,8.0,18.5,2.0,3.8,1018.0,0.0,0.0,0.0,0.0,0.0
2023-01-31,57.70416666666667,90.6,41.1,17.310300506438015,83.41666666666667,135,39.84583333333333,11.924999999999999,1275.0,12.25,79.66666666666667,11.108333333333334,302,1020.4375,15.8,9.0,20.0,4.1,2.9,1021.0,4.0,322.475,2.335,3.01,9.34
2023-02-01,55.875,64.0,38.8,7.214734319734017,80.50833333333334,173,48.42083333333333,14.8375,1551.5833333333333,12.570833333333333,68.95833333333333,8.829166666666667,300,1018.2375000000001,15.9,8.0,22.5,0.0,3.6,1019.3,3.0,342.5133333333333,6.043333333333334,6.62,18.130000000000003
2023-02-02,70.14583333333333,82.0,46.6,11.086732343570441,100.92083333333333,174,66.68333333333334,18.4875,2050.5833333333335,13.424999999999999,66.75,8.454166666666667,311,1016.9041666666667,16.2,8.4,23.6,0.0,1.8,1017.2,6.0,305.865,1.8549999999999998,7.26,11.129999999999999
2023-02-03,115.77083333333333,155.1,65.7,31.540153554348535,167.04166666666666,183,110.25833333333333,29.541666666666668,3823.8333333333335,14.266666666666666,72.41666666666667,6.220833333333334,39,1015.8916666666668,17.6,9.7,25.2,0.0,1.2,1016.5,13.0,318.15076923076924,5.026923076923077,27.33,65.35
2023-02-04,76.70833333333333,140.2,51.3,27.236515078533603,112.55416666666667,186,66.86666666666666,17.991666666666667,2118.4166666666665,15.354166666666666,64.04166666666667,9.0,297,1013.7875,19.5,10.8,25.8,0.0,2.2,1014.4,17.0,324.08529411764704,5.504705882352941,45.07,93.58
2023-02-05,81.10416666666667,148.1,41.1,31.725870381272053,118.325,183,65.64166666666667,20.166666666666668,2485.875,15.549999999999999,65.25,7.970833333333334,333,1011.9708333333333,18.2,11.2,25.5,0.0,1.4,1012.4,4.0,336.1975,4.5975,8.03,18.39
2023-02-06,40.112500000000004,56.7,25.9,8.998324119330317,60.0375,132,29.308333333333334,9.283333333333333,879.75,16.520833333333332,66.25,14.387500000000001,44,1012.7375000000001,18.7,12.6,24.6,0.0,3.5,1012.4,3.0,296.93666666666667,0.39999999999999997,0.45,1.2
2023-02-07,56.512499999999996,103.1,22.2,26.929203680568893,81.64166666666667,159,56.020833333333336,17.420833333333334,1915.5416666666667,15.754166666666668,52.208333333333336,11.016666666666666,324,1013.1125000000001,17.4,11.2,23.6,0.0,4.8,1013.0,7.0,344.45714285714286,4.628571428571429,8.74,32.400000000000006
2023-02-08,117.02499999999999,171.8,48.1,39.84678537031346,167.70416666666668,227,115.52083333333333,31.133333333333336,4194.166666666667,14.454166666666666,60.833333333333336,6.7749999999999995,43,1014.0458333333332,16.9,11.5,23.5,0.0,1.2,1014.1,3.0,301.54333333333335,0.6366666666666667,0.8,1.9100000000000001
2023-02-09,62.05833333333334,100.4,35.6,24.09349392004743,92.5125,139,42.12916666666667,12.858333333333334,1273.2083333333333,15.254166666666668,67.0,12.637500000000001,108,1010.3208333333333,16.9,12.4,21.3,0.0,2.4,1011.6,1.0,295.91,0.46,0.46,0.46
