date,pm2_5_mean,pm2_5_max,pm2_5_std,pm10,ozone,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,relative_humidity_2m,tavg,tmin,tmax,prcp,wspd,pres,fire_count,fire_frp_max,fire_frp_total
2024-01-06,160.55416666666667,182.5,19.16126026459471,231.84166666666667,250,60.4,22.445833333333336,2782.0,93.25,8.7,7.0,12.9,0.0,0.2,1021.1,0.0,0.0,0.0
2024-01-07,149.55833333333334,189.1,23.18323826025785,217.0625,271,64.17083333333333,23.879166666666663,2618.333333333333,93.58333333333331,8.8,6.0,13.2,0.0,0.8,1021.7,0.0,0.0,0.0
2024-01-08,145.32083333333333,218.9,31.35622785607859,211.74166666666667,280,56.56666666666666,24.120833333333334,2568.875,92.5,8.9,6.5,12.0,0.0,1.8,1021.6,0.0,0.0,0.0
2024-01-09,157.46666666666667,191.9,23.75711640141002,228.89166666666665,238,64.85416666666667,26.104166666666668,2567.208333333333,91.45833333333331,8.4,7.0,9.6,0.1,0.8,1021.8,0.0,0.0,0.0
2024-01-10,140.95833333333334,176.0,23.47999919759029,204.525,209,51.60833333333333,18.883333333333333,2323.583333333333,92.41666666666669,8.5,6.5,12.6,0.0,1.3,1020.5,0.0,0.0,0.0
2024-01-11,142.59583333333333,197.9,30.975340531049728,206.1916666666667,215,55.70416666666667,18.954166666666666,2313.625,92.08333333333331,9.1,6.5,12.5,0.0,0.0,1020.1,3.0,4.54,8.84
2024-01-12,168.82083333333333,253.3,50.31429893714341,243.975,207,80.89583333333333,24.3,3098.958333333333,94.33333333333331,8.4,5.0,12.9,0.0,0.6,1019.1,0.0,0.0,0.0
2024-01-13,174.7541666666667,254.3,40.140827954099066,251.4416666666667,253,61.16666666666666,28.52916666666667,2789.0,92.625,9.5,6.5,14.0,0.0,0.8,1018.3,0.0,0.0,0.0
2024-01-14,169.35,230.0,35.50353319833417,243.51666666666665,239,66.3,20.08333333333333,2771.125,92.04166666666669,8.3,6.0,12.0,0.0,0.8,1018.6,0.0,0.0,0.0
2024-01-15,151.9375,203.5,32.90782664272781,217.73333333333332,205,51.84583333333333,21.8625,2472.375,93.41666666666669,8.4,5.5,13.0,0.0,0.6,1018.1,0.0,0.0,0.0
2024-01-16,148.5375,198.8,28.15972783496193,213.84166666666667,227,53.62916666666666,22.52916666666667,2505.0,92.54166666666669,8.7,6.0,13.0,0.0,0.7,1016.4,1.0,1.3,1.3
2024-01-17,164.64583333333334,205.4,30.78708056490814,238.25833333333333,214,65.22500000000001,32.87083333333333,3029.083333333333,91.625,9.5,5.0,15.0,0.0,0.8,1016.0,0.0,0.0,0.0
2024-01-18,169.67083333333332,227.2,43.16638667303295,243.95,256,94.87916666666666,35.958333333333336,3239.833333333333,93.45833333333331,10.0,7.0,15.0,0.0,0.8,1017.7,0.0,0.0,0.0
2024-01-19,152.58333333333334,174.6,11.258413922838828,221.4875,305,56.9375,28.891666666666666,2014.25,93.66666666666669,9.9,6.0,15.0,0.0,0.6,1019.0,0.0,0.0,0.0
2024-01-20,150.60833333333332,187.2,27.220083964133785,220.8083333333333,258,65.71249999999999,33.03333333333333,2227.2916666666665,91.16666666666669,9.2,7.0,12.8,0.0,1.3,1020.2,0.0,0.0,0.0
2024-01-21,169.56666666666666,226.8,29.81113983012081,248.32916666666665,253,73.88333333333334,31.95,2715.708333333333,92.75,8.8,7.0,13.2,0.0,0.9,1019.8,0.0,0.0,0.0
2024-01-22,152.21666666666667,188.6,24.001171468994134,219.90416666666667,247,57.06666666666666,23.34583333333333,2277.9166666666665,92.125,8.8,7.0,11.7,0.0,0.8,1019.8,0.0,0.0,0.0
2024-01-23,155.6625,209.5,30.94734395430548,224.8791666666667,211,61.1625,22.291666666666668,2529.458333333333,90.75,8.9,6.5,12.2,0.0,1.0,1020.3,0.0,0.0,0.0
2024-01-24,156.30416666666665,207.7,38.37466871877021,224.70833333333331,239,94.425,32.041666666666664,3036.333333333333,92.625,8.0,6.0,11.9,0.0,0.6,1019.8,0.0,0.0,0.0
2024-01-25,162.13333333333333,216.1,38.11509648039928,234.5583333333333,237,88.52083333333333,42.225,3105.875,92.45833333333331,9.3,6.0,12.7,0.0,0.4,1021.6,0.0,0.0,0.0
2024-01-26,123.65416666666664,217.0,47.77734572465023,180.97083333333333,238,69.94583333333334,36.2625,2381.0416666666665,84.91666666666667,11.4,7.0,17.0,0.0,1.6,1022.1,8.0,2.68,8.76
2024-01-27,85.94583333333333,127.1,26.818017615785465,128.92916666666667,164,59.87916666666666,22.02916666666667,1928.2916666666667,81.79166666666667,13.4,8.0,21.0,0.0,1.5,1020.6,7.0,4.11,17.490000000000002
2024-01-28,96.78333333333336,154.1,22.362462076992493,143.925,226,51.71666666666667,26.34166666666667,1861.8333333333333,84.5,14.7,10.0,21.0,0.0,0.4,1018.0,0.0,0.0,0.0
2024-01-29,108.49583333333334,143.9,23.440071211619586,163.28333333333333,200,44.425,26.116666666666664,1673.9583333333333,85.41666666666667,15.1,12.0,20.0,0.0,1.0,1018.7,0.0,0.0,0.0
2024-01-30,80.57916666666667,115.3,21.913406243402825,130.42083333333332,178,37.38333333333333,16.645833333333332,1359.2083333333333,82.41666666666667,15.9,9.8,22.0,0.0,1.5,1017.0,0.0,0.0,0.0
2024-01-31,72.8625,100.8,15.716283787427503,119.41666666666669,139,20.04583333333333,11.45,795.5,88.0,14.8,10.1,17.5,0.0,2.4,1015.4,2.0,7.17,14.15
2024-02-01,45.48333333333333,52.5,4.348079702748014,70.27083333333333,89,23.133333333333336,11.970833333333331,768.5416666666666,87.75,14.3,9.3,19.5,17.0,3.5,1015.0,4.0,4.7,9.12
2024-02-02,42.4125,63.6,13.366190719416885,63.28333333333333,142,25.5375,14.170833333333334,776.3333333333334,74.91666666666667,13.8,7.4,19.0,0.0,1.4,1020.8,2.0,7.03,8.89
2024-02-03,44.55,65.7,8.371951099796947,72.09583333333333,105,29.054166666666664,10.916666666666666,868.5416666666666,74.08333333333333,13.7,7.9,17.5,0.0,2.9,1018.8,0.0,0.0,0.0
2024-02-04,52.5375,63.1,9.08504803653162,95.75833333333333,108,26.75,9.420833333333333,746.5,85.70833333333333,13.2,8.2,17.5,3.6,2.4,1016.9,0.0,0.0,0.0
2024-02-05,60.87916666666666,101.7,26.01095052283652,97.74166666666667,128,40.67916666666667,16.033333333333335,1343.2083333333333,81.75,12.5,7.0,18.5,3.6,0.8,1019.1,3.0,2.13,3.72
2024-02-06,65.79583333333333,96.2,21.80002950071133,105.0625,152,44.40416666666667,17.804166666666667,1442.4166666666667,71.25,13.2,7.5,20.0,0.0,1.5,1020.6,6.0,3.06,8.97
2024-02-07,53.22083333333333,105.9,21.893953486644712,82.92916666666666,158,31.479166666666668,13.225,1058.2083333333333,64.45833333333333,13.8,7.5,20.2,0.0,2.9,1021.6,7.0,5.9,18.88
2024-02-08,33.68333333333333,42.6,5.829584716857154,50.76666666666667,133,24.066666666666663,8.654166666666667,694.3333333333334,59.66666666666666,14.9,8.0,22.3,0.0,4.4,1019.7,2.0,3.15,5.79
2024-02-09,65.36666666666666,104.5,22.41427469593713,97.52916666666664,186,48.0375,17.683333333333334,1550.1666666666667,72.375,15.9,8.5,23.8,0.0,2.0,1018.1,12.0,6.5,39.9
2024-02-10,88.67083333333333,134.1,32.167205541029524,136.25416666666666,173,55.7375,29.075,1792.375,70.95833333333333,15.2,8.5,22.8,0.0,0.0,1021.7,5.0,3.83,10.98
2024-02-11,105.47916666666669,141.1,28.78269376109414,154.82916666666668,223,74.36666666666666,29.554166666666664,2163.375,65.70833333333333,15.9,9.0,24.0,0.0,0.2,1021.4,8.0,7.95,26.87
2024-02-12,118.7375,165.3,37.01626919048714,170.79166666666666,235,91.94166666666666,32.454166666666666,2568.75,75.08333333333333,15.1,8.8,21.5,0.0,0.2,1020.3,1.0,1.26,1.26
2024-02-13,108.49583333333334,167.2,29.3849041274548,155.60833333333332,254,78.32083333333334,32.38333333333333,2272.25,71.79166666666667,16.7,9.5,24.0,0.0,0.6,1019.4,7.0,3.21,15.45
2024-02-14,72.14166666666667,92.2,12.75174043250454,103.7875,192,42.55833333333333,15.033333333333331,1359.625,67.83333333333333,17.4,9.2,24.5,0.0,1.6,1019.2,9.0,53.03,113.43
2024-02-15,82.80833333333334,117.1,21.841164100737902,119.525,199,57.57916666666667,16.14166666666667,1751.2083333333333,63.29166666666666,17.7,9.5,25.3,0.0,0.4,1019.4,10.0,13.02,49.93
